Date,Articles,Terms,Negativ,Positiv
30/01/2014,6,2027,2.66403552,4.341391219
31/01/2014,5,2088,3.304597701,4.358237548
02/02/2014,1,363,1.928374656,3.305785124
03/02/2014,6,2116,2.551984877,4.442344045
04/02/2014,6,2067,2.225447508,3.725205612
05/02/2014,5,1711,2.571595558,4.909409702
06/02/2014,6,2059,2.962603205,4.711024769
07/02/2014,5,2087,2.779108769,4.26449449
09/02/2014,3,1007,3.277060576,3.773584906
10/02/2014,5,1689,3.078744819,3.374777975
11/02/2014,4,1369,2.337472608,4.455807159
12/02/2014,6,1918,3.493222106,4.483837331
13/02/2014,7,2425,2.680412371,5.278350515
14/02/2014,5,2107,2.990033223,3.986710963
16/02/2014,3,1035,2.222222222,4.444444444
17/02/2014,5,1698,2.532391048,3.94581861
18/02/2014,6,2022,2.472799209,5.143422354
19/02/2014,6,1996,2.55511022,4.95991984
20/02/2014,6,2086,2.444870566,3.547459252
21/02/2014,6,2580,2.558139535,4.534883721
23/02/2014,3,1078,2.41187384,4.545454545
24/02/2014,6,2042,3.183153771,4.260528893
25/02/2014,5,1700,2.529411765,4.470588235
26/02/2014,5,1751,2.569960023,4.111936037
27/02/2014,7,2425,3.298969072,3.87628866
28/02/2014,4,1627,3.44191764,5.470190535
02/03/2014,3,1030,1.262135922,3.980582524
03/03/2014,5,1752,2.796803653,3.710045662
04/03/2014,4,1405,3.416370107,2.846975089
05/03/2014,5,1704,2.523474178,3.638497653
06/03/2014,5,1730,2.023121387,4.682080925
07/03/2014,4,1765,2.322946176,4.362606232
09/03/2014,2,697,2.43902439,2.869440459
10/03/2014,6,2088,3.783524904,4.262452107
11/03/2014,6,2113,2.8395646,4.68528159
12/03/2014,5,1683,2.02020202,3.802733214
13/03/2014,6,2085,3.309352518,4.508393285
14/03/2014,5,2169,2.489626556,3.87275242
16/03/2014,2,703,3.556187767,4.551920341
17/03/2014,5,1787,1.734750979,4.141018467
18/03/2014,5,1724,2.146171694,4.234338747
19/03/2014,7,2424,1.856435644,3.589108911
20/03/2014,5,1698,2.296819788,3.651354535
21/03/2014,5,2155,2.505800464,4.176334107
23/03/2014,3,1031,2.715809893,4.17070805
24/03/2014,5,1745,2.464183381,2.406876791
25/03/2014,5,1735,2.363112392,4.553314121
26/03/2014,5,1755,2.393162393,3.58974359
27/03/2014,5,1672,1.973684211,3.528708134
28/03/2014,5,2129,3.381869422,3.992484735
30/03/2014,3,1008,2.182539683,5.357142857
31/03/2014,5,1756,2.790432802,3.416856492
01/04/2014,5,1709,3.393797542,4.271503803
02/04/2014,4,1367,2.340892465,3.803950256
03/04/2014,4,1394,2.725968436,4.232424677
04/04/2014,5,1958,2.962206333,4.034729316
06/04/2014,3,1018,2.455795678,5.402750491
07/04/2014,5,1705,2.580645161,3.695014663
08/04/2014,5,1723,2.321532211,3.714451538
09/04/2014,4,1366,2.855051245,3.221083455
10/04/2014,5,1717,2.62085032,4.251601631
11/04/2014,5,2033,2.902115101,3.590752582
13/04/2014,3,1006,2.882703777,3.479125249
14/04/2014,5,1713,2.510215995,4.903677758
15/04/2014,4,1366,1.537335286,4.026354319
16/04/2014,5,1692,3.132387707,4.078014184
17/04/2014,1,294,3.06122449,3.741496599
18/04/2014,4,1542,2.010376135,3.372243839
20/04/2014,3,1015,3.054187192,4.236453202
21/04/2014,5,1675,2.268656716,4.47761194
22/04/2014,6,2066,3.194578896,3.727008712
23/04/2014,4,1351,2.81273131,5.403404885
24/04/2014,6,2077,2.455464612,4.38131921
25/04/2014,4,1573,1.907183725,4.767959313
27/04/2014,3,963,1.765316719,2.907580478
28/04/2014,4,1305,3.524904215,4.367816092
29/04/2014,5,1706,3.106682298,4.103165299
30/04/2014,4,1405,2.918149466,4.62633452
01/05/2014,5,1684,2.731591449,3.681710214
02/05/2014,4,1879,1.862692922,4.470463012
04/05/2014,3,1018,3.241650295,4.125736739
05/05/2014,5,1639,3.050640635,4.331909701
06/05/2014,5,1677,3.458556947,4.472271914
07/05/2014,5,1783,2.131239484,3.421200224
08/05/2014,3,1027,2.629016553,4.479065239
09/05/2014,5,2008,2.838645418,3.834661355
11/05/2014,1,344,2.906976744,3.779069767
12/05/2014,4,1384,2.456647399,5.057803468
13/05/2014,5,1709,1.872440023,4.447045056
14/05/2014,5,1679,2.382370459,3.573555688
15/05/2014,5,1680,3.035714286,3.69047619
16/05/2014,5,1908,2.725366876,6.07966457
18/05/2014,3,1023,2.248289345,3.519061584
19/05/2014,5,1735,3.458213256,5.187319885
20/05/2014,3,1043,2.780441035,3.93096836
21/05/2014,5,1703,3.640634175,3.875513799
22/05/2014,5,1769,3.6178632,4.013566987
23/05/2014,4,1626,3.44403444,3.93603936
25/05/2014,3,1007,3.376365442,4.667328699
26/05/2014,4,1350,2.814814815,4.222222222
27/05/2014,2,709,4.37235543,4.090267983
28/05/2014,5,1661,2.468392535,4.274533414
29/05/2014,3,1020,3.431372549,4.31372549
30/05/2014,5,2070,3.188405797,4.444444444
01/06/2014,2,678,2.949852507,3.539823009
02/06/2014,4,1335,2.02247191,4.419475655
03/06/2014,5,1606,2.98879203,3.98505604
04/06/2014,5,1742,2.23880597,3.731343284
05/06/2014,4,1401,3.06923626,4.996431121
06/06/2014,5,2070,3.285024155,4.154589372
08/06/2014,2,673,1.634472511,4.457652303
09/06/2014,5,1707,3.45635618,3.983596954
10/06/2014,4,1347,2.524127691,3.860430586
11/06/2014,5,1747,3.434459073,5.03720664
12/06/2014,5,1681,2.855443189,4.521118382
13/06/2014,6,2245,2.89532294,3.786191537
15/06/2014,3,1027,2.044790652,4.284323272
16/06/2014,6,1971,1.877219685,4.870624049
17/06/2014,5,1700,3.058823529,4.176470588
18/06/2014,4,1308,2.675840979,2.370030581
19/06/2014,4,1352,2.958579882,3.920118343
20/06/2014,5,1913,2.875065342,3.868269733
23/06/2014,4,1304,1.993865031,3.911042945
24/06/2014,5,1678,2.562574493,4.707985697
25/06/2014,6,1984,3.276209677,5.29233871
26/06/2014,5,1601,2.435977514,3.810118676
27/06/2014,3,1315,3.650190114,4.942965779
29/06/2014,3,997,2.20661986,4.012036108
30/06/2014,5,1628,2.211302211,4.054054054
01/07/2014,5,1685,2.611275964,3.916913947
02/07/2014,4,1343,3.201787044,3.946388682
03/07/2014,4,1315,3.269961977,3.346007605
04/07/2014,5,1824,1.918859649,4.385964912
06/07/2014,3,996,2.510040161,4.718875502
07/07/2014,5,1634,3.610771114,3.916768666
08/07/2014,6,3252,2.95202952,2.95202952
09/07/2014,6,2019,2.674591382,3.615651313
10/07/2014,4,1284,1.713395639,3.115264798
11/07/2014,5,2065,2.033898305,3.92251816
13/07/2014,2,686,3.206997085,2.623906706
14/07/2014,5,1706,1.934349355,3.927315358
15/07/2014,6,2019,1.882119861,3.962357603
16/07/2014,6,2039,2.256007847,3.629230015
17/07/2014,5,1672,2.153110048,4.784688995
18/07/2014,5,2087,1.724964063,4.5519885
20/07/2014,3,1022,1.859099804,3.13111546
21/07/2014,6,2013,1.887729757,4.321907601
22/07/2014,5,1708,2.400468384,3.864168618
23/07/2014,5,1628,1.904176904,3.931203931
24/07/2014,5,1679,2.85884455,2.918403812
25/07/2014,4,1882,1.647183847,4.091392136
27/07/2014,3,1041,2.593659942,2.785782901
28/07/2014,4,1340,1.865671642,3.582089552
29/07/2014,5,1716,2.564102564,4.312354312
30/07/2014,4,1336,2.54491018,5.089820359
31/07/2014,5,1649,3.33535476,4.12371134
01/08/2014,5,2074,2.266152363,2.892960463
03/08/2014,3,1078,2.41187384,3.988868275
04/08/2014,4,1346,2.228826152,3.566121842
05/08/2014,6,2017,2.429350521,4.709965295
06/08/2014,6,2038,3.974484789,3.631010795
07/08/2014,5,1697,2.651738362,3.299941072
08/08/2014,5,2043,3.181595693,3.475281449
10/08/2014,3,1034,3.191489362,3.675048356
11/08/2014,4,1355,1.84501845,4.42804428
12/08/2014,5,1722,2.380952381,3.31010453
13/08/2014,4,1328,2.560240964,3.765060241
14/08/2014,5,1729,2.891844997,3.585887796
15/08/2014,5,1945,2.313624679,4.42159383
17/08/2014,3,1057,3.595080416,3.878902554
18/08/2014,5,1700,2.647058824,4.058823529
19/08/2014,4,1332,2.702702703,4.354354354
20/08/2014,5,1723,2.031340685,3.888566454
21/08/2014,4,1290,2.868217054,3.643410853
22/08/2014,3,1309,3.59052712,4.507257448
24/08/2014,2,662,0.906344411,4.682779456
25/08/2014,5,1690,1.834319527,3.786982249
26/08/2014,5,1693,3.425871234,3.366804489
27/08/2014,4,1419,3.03030303,3.946441156
28/08/2014,5,1704,3.051643192,4.166666667
29/08/2014,4,1503,3.659347971,4.058549568
31/08/2014,3,1003,3.389830508,3.589232303
01/09/2014,5,1726,3.476245655,2.838933951
02/09/2014,5,1677,2.683363148,3.458556947
03/09/2014,5,1680,2.261904762,5
04/09/2014,5,1670,2.51497006,4.011976048
05/09/2014,5,1991,2.41084882,4.018081366
07/09/2014,2,675,1.037037037,3.703703704
08/09/2014,4,1426,2.384291725,3.50631136
09/09/2014,7,4053,2.36861584,3.651616087
10/09/2014,5,1682,1.902497027,4.696789536
11/09/2014,4,1370,2.773722628,4.306569343
12/09/2014,5,1926,3.271028037,3.790238837
15/09/2014,5,1800,2.388888889,4.111111111
16/09/2014,5,1813,2.813017099,4.357418643
17/09/2014,6,2206,3.354487761,4.533091568
18/09/2014,6,2167,2.722658053,4.937701892
19/09/2014,5,1833,2.564102564,3.655210038
21/09/2014,2,687,3.493449782,3.930131004
22/09/2014,5,1852,3.671706263,4.319654428
23/09/2014,4,1480,2.702702703,3.918918919
24/09/2014,5,1916,2.348643006,3.966597077
25/09/2014,5,1814,2.094818082,3.74862183
26/09/2014,5,1797,3.116304953,4.785754035
29/09/2014,4,1496,2.339572193,3.810160428
30/09/2014,5,1758,1.934015927,3.583617747
01/10/2014,5,1847,3.789929616,3.898213319
02/10/2014,5,1796,2.06013363,2.839643653
03/10/2014,5,1602,3.183520599,3.870162297
05/10/2014,2,810,1.481481481,4.444444444
06/10/2014,4,1378,2.467343977,4.281567489
07/10/2014,5,1850,3.189189189,3.567567568
08/10/2014,4,1448,3.245856354,3.867403315
09/10/2014,5,1789,2.850754612,4.248183343
10/10/2014,4,1282,2.574102964,4.056162246
12/10/2014,1,327,1.529051988,3.363914373
13/10/2014,4,1422,2.672292546,3.445850914
14/10/2014,5,1840,2.391304348,3.532608696
15/10/2014,4,1382,2.966714906,3.473227207
16/10/2014,6,2160,3.101851852,3.888888889
17/10/2014,4,1367,3.14557425,3.803950256
20/10/2014,6,2203,3.359055833,3.586019065
21/10/2014,4,1510,2.649006623,3.377483444
22/10/2014,5,1792,2.287946429,2.957589286
23/10/2014,5,1865,2.198391421,3.592493298
24/10/2014,5,1695,3.185840708,3.598820059
26/10/2014,1,352,3.977272727,2.272727273
27/10/2014,4,1351,2.36861584,3.55292376
28/10/2014,5,1815,2.258953168,3.91184573
29/10/2014,4,1487,2.219233356,2.62273033
30/10/2014,4,1459,3.838245374,4.523646333
31/10/2014,5,1670,3.113772455,2.994011976
03/11/2014,5,1820,2.252747253,4.285714286
04/11/2014,5,1755,2.507122507,4.444444444
05/11/2014,5,1792,1.841517857,5.133928571
06/11/2014,7,2631,2.318510072,3.534777651
07/11/2014,4,1434,3.207810321,2.719665272
